# epoch recerr_sq kldiv lact_dec valid_recerr_sq valid_kldiv duration
708 1.2635574e-01 1.1061936e+02 3.3793283e+00 1.5342486e-01 1.0976475e+02 4.6733740e+02
709 1.2207311e-01 1.1086285e+02 3.3592978e+00 1.5003805e-01 1.0957076e+02 4.6799730e+02
710 1.5763493e-01 1.1104131e+02 3.3897159e+00 2.4136053e-01 1.0917223e+02 4.6863941e+02
711 1.9917753e-01 1.1087086e+02 3.3531463e+00 1.8522722e-01 1.0949149e+02 4.6929828e+02
712 1.4453846e-01 1.1080051e+02 3.3635581e+00 1.4923057e-01 1.0929000e+02 4.7004378e+02
713 1.3669123e-01 1.1077441e+02 3.3454897e+00 1.9969408e-01 1.0924748e+02 4.7070272e+02
714 1.8482026e-01 1.1084135e+02 3.3784661e+00 2.0243220e-01 1.0894444e+02 4.7134507e+02
715 1.4151640e-01 1.1070711e+02 3.3125131e+00 1.5196900e-01 1.0957729e+02 4.7199467e+02
716 1.4216048e-01 1.1094042e+02 3.3771021e+00 1.9358522e-01 1.0900343e+02 4.7263925e+02
717 1.7364341e-01 1.1093007e+02 3.3253036e+00 1.7918807e-01 1.0944547e+02 4.7328934e+02
718 1.3938078e-01 1.1101152e+02 3.3596952e+00 1.7161530e-01 1.0964740e+02 4.7393876e+02
719 1.5484752e-01 1.1110202e+02 3.3343344e+00 1.9439791e-01 1.0946796e+02 4.7460355e+02
720 1.7010477e-01 1.1106464e+02 3.3548603e+00 2.1066146e-01 1.0925777e+02 4.7525611e+02
721 1.6991146e-01 1.1094483e+02 3.3183939e+00 1.6305928e-01 1.0942375e+02 4.7589534e+02
722 1.3102727e-01 1.1091528e+02 3.3358450e+00 1.5255274e-01 1.0949200e+02 4.7655358e+02
723 1.5711425e-01 1.1108842e+02 3.3442819e+00 2.4450929e-01 1.0899005e+02 4.7719908e+02
724 2.0203114e-01 1.1093764e+02 3.3119957e+00 1.5898210e-01 1.0997997e+02 4.7786836e+02
725 1.3034578e-01 1.1107285e+02 3.3232327e+00 1.7964834e-01 1.1028422e+02 4.7852466e+02
726 1.5485208e-01 1.1109894e+02 3.2932329e+00 1.5244174e-01 1.1024902e+02 4.7917215e+02
727 1.4258738e-01 1.1107568e+02 3.3200583e+00 1.4925684e-01 1.1031197e+02 4.7982485e+02
728 1.5348069e-01 1.1103287e+02 3.3397758e+00 2.1693543e-01 1.1065288e+02 4.8048350e+02
729 1.7012039e-01 1.1110170e+02 3.2933545e+00 1.4691229e-01 1.1040346e+02 4.8115740e+02
730 1.2144937e-01 1.1116498e+02 3.3169782e+00 1.3652493e-01 1.1011801e+02 4.8192538e+02
731 1.2294477e-01 1.1119571e+02 3.3139102e+00 1.7075533e-01 1.0987131e+02 4.8268656e+02
732 1.5085775e-01 1.1130071e+02 3.3047860e+00 1.9421110e-01 1.0940957e+02 4.8339282e+02
733 1.7480414e-01 1.1122832e+02 3.2925615e+00 2.1339382e-01 1.0953884e+02 4.8408777e+02
734 1.7894995e-01 1.1126997e+02 3.3178775e+00 1.9128834e-01 1.0990524e+02 4.8475734e+02
735 1.7630599e-01 1.1125969e+02 3.2738035e+00 1.6622740e-01 1.0995859e+02 4.8544442e+02
736 1.2726265e-01 1.1113654e+02 3.2937768e+00 1.4950322e-01 1.1008971e+02 4.8609628e+02
737 1.6294290e-01 1.1103533e+02 3.2806017e+00 1.9166639e-01 1.1066489e+02 4.8673815e+02
738 1.5929605e-01 1.1106748e+02 3.2969527e+00 1.6612886e-01 1.1044112e+02 4.8739355e+02
739 1.5203699e-01 1.1100983e+02 3.2655890e+00 1.7273079e-01 1.1072500e+02 4.8804141e+02
740 1.6152404e-01 1.1104932e+02 3.2876596e+00 1.7431785e-01 1.1019658e+02 4.8869341e+02
741 1.4285193e-01 1.1096353e+02 3.2837265e+00 1.3569629e-01 1.0997146e+02 4.8937103e+02
742 1.1938934e-01 1.1102135e+02 3.2801404e+00 1.7022306e-01 1.1011765e+02 4.9001965e+02
743 2.1881832e-01 1.1096329e+02 3.2197516e+00 2.4013928e-01 1.1106404e+02 4.9066376e+02
744 1.7589821e-01 1.1121606e+02 3.3251722e+00 1.5156323e-01 1.0950622e+02 4.9131701e+02
745 1.4651959e-01 1.1099834e+02 3.2448058e+00 1.8018046e-01 1.0940697e+02 4.9196600e+02
746 1.3784309e-01 1.1087254e+02 3.2775922e+00 1.5466760e-01 1.0984817e+02 4.9261827e+02
747 1.4989015e-01 1.1084699e+02 3.2580552e+00 2.2435135e-01 1.0984786e+02 4.9326449e+02
748 1.8410726e-01 1.1072211e+02 3.2388735e+00 1.6357063e-01 1.0916861e+02 4.9390555e+02
749 1.7253207e-01 1.1052153e+02 3.2789612e+00 2.3957933e-01 1.0848107e+02 4.9456629e+02
750 1.8918514e-01 1.1028795e+02 3.2160430e+00 1.6927016e-01 1.0935107e+02 4.9523932e+02
751 1.2828860e-01 1.1039358e+02 3.2659910e+00 1.6017969e-01 1.0929987e+02 4.9589395e+02
752 1.5800583e-01 1.1026357e+02 3.2032580e+00 2.1328413e-01 1.1032303e+02 4.9653857e+02
753 2.0405750e-01 1.1051650e+02 3.2558789e+00 1.6898419e-01 1.0988619e+02 4.9718570e+02
754 1.4977981e-01 1.1049136e+02 3.2471249e+00 1.8291697e-01 1.0930006e+02 4.9783132e+02
755 1.3716441e-01 1.1030972e+02 3.2053106e+00 1.4626780e-01 1.0916937e+02 4.9848116e+02
756 1.6636983e-01 1.1024092e+02 3.2659705e+00 2.4306248e-01 1.0823848e+02 4.9914544e+02
757 1.8307835e-01 1.1002434e+02 3.2124097e+00 1.5034574e-01 1.0866064e+02 4.9979716e+02
758 1.4923340e-01 1.0988605e+02 3.2106640e+00 3.0572331e-01 1.1014255e+02 5.0044181e+02
759 2.2333868e-01 1.1025243e+02 3.2206831e+00 1.3511901e-01 1.0917882e+02 5.0108989e+02
760 1.4371936e-01 1.1031659e+02 3.2294335e+00 2.0871170e-01 1.0849930e+02 5.0175780e+02
761 1.6450481e-01 1.1019756e+02 3.2142959e+00 1.4386234e-01 1.0928152e+02 5.0241973e+02
762 1.5786840e-01 1.1018262e+02 3.1977289e+00 2.7711764e-01 1.0998525e+02 5.0307914e+02
763 2.0558698e-01 1.1030883e+02 3.2353976e+00 1.7331983e-01 1.0842574e+02 5.0375394e+02
764 1.9395462e-01 1.1004672e+02 3.1963825e+00 1.7563404e-01 1.0830197e+02 5.0441780e+02
765 1.5716104e-01 1.0982487e+02 3.2036500e+00 2.5086311e-01 1.0957349e+02 5.0505511e+02
766 2.2573459e-01 1.1004938e+02 3.2046990e+00 1.7362660e-01 1.0950426e+02 5.0570753e+02
767 1.6333534e-01 1.1028876e+02 3.1969459e+00 1.8882751e-01 1.0891038e+02 5.0636205e+02
768 1.6253193e-01 1.1033715e+02 3.2221179e+00 1.9705087e-01 1.0824561e+02 5.0701222e+02
769 1.5705930e-01 1.1021169e+02 3.1702902e+00 1.5638544e-01 1.0892226e+02 5.0776550e+02
770 1.2958175e-01 1.1018588e+02 3.2055526e+00 1.3847330e-01 1.0935358e+02 5.0846246e+02
771 1.1801235e-01 1.1027786e+02 3.1952279e+00 1.4690870e-01 1.0948137e+02 5.0913291e+02
772 1.3916065e-01 1.1034549e+02 3.1816306e+00 1.7056292e-01 1.1005362e+02 5.0985476e+02
773 1.5735886e-01 1.1051746e+02 3.1877766e+00 1.3814680e-01 1.0959783e+02 5.1062868e+02
774 1.1666038e-01 1.1059174e+02 3.1989505e+00 1.4513405e-01 1.0923206e+02 5.1140971e+02
775 1.2709899e-01 1.1057187e+02 3.1765735e+00 1.6268271e-01 1.0911739e+02 5.1214810e+02
776 1.4240004e-01 1.1054318e+02 3.1868329e+00 1.7506319e-01 1.0884488e+02 5.1279755e+02
777 1.4022931e-01 1.1037072e+02 3.1764672e+00 1.5500139e-01 1.0929059e+02 5.1352798e+02
778 1.3021599e-01 1.1040401e+02 3.1760476e+00 1.6487339e-01 1.0877132e+02 5.1420259e+02
779 1.5258649e-01 1.1039611e+02 3.1751537e+00 2.1323900e-01 1.0829388e+02 5.1487622e+02
780 1.6403046e-01 1.1027601e+02 3.1580999e+00 1.5668458e-01 1.0903690e+02 5.1556388e+02
781 1.3080551e-01 1.1037663e+02 3.1616344e+00 1.4223298e-01 1.0947295e+02 5.1635097e+02
782 1.1608610e-01 1.1050142e+02 3.1568360e+00 1.4466989e-01 1.0897992e+02 5.1707267e+02
783 1.3272193e-01 1.1046613e+02 3.1582358e+00 1.7643820e-01 1.0870606e+02 5.1801856e+02
784 1.5414774e-01 1.1041068e+02 3.1688490e+00 1.9642025e-01 1.0900356e+02 5.1875566e+02
785 1.7598954e-01 1.1031416e+02 3.1468253e+00 1.6763496e-01 1.0884096e+02 5.1944991e+02
786 1.3612643e-01 1.1015803e+02 3.1364877e+00 1.3749021e-01 1.0885953e+02 5.2015266e+02
787 1.1705066e-01 1.1012121e+02 3.1510057e+00 1.5693419e-01 1.0909182e+02 5.2083313e+02
788 1.2508698e-01 1.1012613e+02 3.1445813e+00 1.3843121e-01 1.0949251e+02 5.2150138e+02
789 1.6239002e-01 1.1023027e+02 3.1092536e+00 2.3230007e-01 1.0976357e+02 5.2219495e+02
790 2.0090646e-01 1.1010272e+02 3.1723986e+00 1.8708844e-01 1.0905644e+02 5.2286262e+02
791 1.7930748e-01 1.0985760e+02 3.1175330e+00 1.7771393e-01 1.0854893e+02 5.2353011e+02
792 1.7186363e-01 1.0981341e+02 3.1546965e+00 2.1450403e-01 1.0792802e+02 5.2418721e+02
793 1.5356298e-01 1.0953136e+02 3.1046510e+00 1.4438169e-01 1.0884854e+02 5.2486376e+02
794 1.4038229e-01 1.0966053e+02 3.1454813e+00 1.7614461e-01 1.0928900e+02 5.2562302e+02
795 1.4894292e-01 1.0985478e+02 3.0920904e+00 1.5780191e-01 1.0922404e+02 5.2653423e+02
796 1.4998250e-01 1.0986433e+02 3.1295764e+00 1.6839619e-01 1.0924754e+02 5.2727000e+02
797 1.6115203e-01 1.0987243e+02 3.1297851e+00 1.8181421e-01 1.0924630e+02 5.2793965e+02
798 1.4810807e-01 1.0994778e+02 3.1108599e+00 1.4324848e-01 1.0883047e+02 5.2864434e+02
799 1.1598021e-01 1.0998507e+02 3.1216412e+00 1.3027400e-01 1.0887570e+02 5.2934117e+02
800 1.1126627e-01 1.1006777e+02 3.1081021e+00 1.6093703e-01 1.0852125e+02 5.3007928e+02
801 1.5391140e-01 1.1011102e+02 3.1167371e+00 2.1390316e-01 1.0817867e+02 5.3073165e+02
802 1.7975023e-01 1.0999641e+02 3.1191816e+00 1.6335250e-01 1.0869300e+02 5.3140588e+02
803 1.2236936e-01 1.0996294e+02 3.0731409e+00 1.3377158e-01 1.0888945e+02 5.3208921e+02
804 1.1617217e-01 1.0997576e+02 3.1036294e+00 1.3316275e-01 1.0879783e+02 5.3277075e+02
805 1.2125809e-01 1.0990256e+02 3.0960560e+00 1.6230434e-01 1.0929334e+02 5.3342407e+02
806 1.3963915e-01 1.0998543e+02 3.1045029e+00 1.4315782e-01 1.0935048e+02 5.3406216e+02
807 1.3618030e-01 1.1003362e+02 3.0736039e+00 1.5975389e-01 1.0928178e+02 5.3471978e+02
808 1.4428505e-01 1.1000282e+02 3.0921392e+00 1.8059883e-01 1.0951472e+02 5.3536218e+02
809 1.6823611e-01 1.1003857e+02 3.0778747e+00 1.5713397e-01 1.0928115e+02 5.3603895e+02
810 1.2422548e-01 1.1015813e+02 3.0891142e+00 1.5097201e-01 1.0927834e+02 5.3670706e+02
811 1.5916884e-01 1.1007851e+02 3.0738251e+00 1.8308106e-01 1.0951768e+02 5.3738587e+02
812 1.5722473e-01 1.1006260e+02 3.0876722e+00 1.5808964e-01 1.0909801e+02 5.3803161e+02
813 1.3408761e-01 1.0993405e+02 3.0527332e+00 1.3418421e-01 1.0929398e+02 5.3868759e+02
814 1.1263886e-01 1.1009262e+02 3.0945525e+00 1.4505234e-01 1.0853105e+02 5.3934237e+02
815 1.2248760e-01 1.0993375e+02 3.0622811e+00 1.3114128e-01 1.0880804e+02 5.3999487e+02
816 1.1430937e-01 1.0987222e+02 3.0628967e+00 1.5213475e-01 1.0939208e+02 5.4066937e+02
817 1.6085543e-01 1.0991328e+02 3.0524542e+00 2.1241833e-01 1.0957101e+02 5.4134083e+02
818 2.2165953e-01 1.0977734e+02 3.0711968e+00 1.8219982e-01 1.0898878e+02 5.4199456e+02
819 1.3523893e-01 1.0968875e+02 3.0549979e+00 1.2973109e-01 1.0849931e+02 5.4267345e+02
820 1.2742642e-01 1.0961116e+02 3.0618289e+00 2.0511909e-01 1.0782582e+02 5.4333970e+02
821 1.8648300e-01 1.0954172e+02 3.0310869e+00 1.6504185e-01 1.0841553e+02 5.4400963e+02
822 1.2240514e-01 1.0954665e+02 3.0709209e+00 1.4406359e-01 1.0831332e+02 5.4466114e+02
823 1.1580497e-01 1.0953874e+02 3.0131836e+00 1.2501612e-01 1.0873106e+02 5.4530559e+02
824 1.1518944e-01 1.0961258e+02 3.0560977e+00 1.5993513e-01 1.0861850e+02 5.4597139e+02
825 1.7258120e-01 1.0950916e+02 3.0209930e+00 2.3564214e-01 1.0935024e+02 5.4664594e+02
826 1.7958203e-01 1.0960074e+02 3.0576594e+00 1.6281906e-01 1.0848988e+02 5.4729207e+02
827 1.5141843e-01 1.0951552e+02 3.0141206e+00 2.3921101e-01 1.0801234e+02 5.4793549e+02
828 2.3564155e-01 1.0959290e+02 3.0425787e+00 2.3048188e-01 1.0769665e+02 5.4858976e+02
829 1.4787781e-01 1.0938184e+02 3.0225039e+00 1.4449544e-01 1.0858475e+02 5.4925294e+02
830 1.4289854e-01 1.0937205e+02 3.0040450e+00 2.0582709e-01 1.0919604e+02 5.4991006e+02
831 1.8547302e-01 1.0966003e+02 3.0308368e+00 1.4936422e-01 1.0824605e+02 5.5056324e+02
832 1.2624837e-01 1.0956027e+02 3.0267489e+00 1.9021675e-01 1.0819999e+02 5.5122279e+02
833 1.9489799e-01 1.0956274e+02 3.0398066e+00 2.0772742e-01 1.0787691e+02 5.5187404e+02
834 1.3740939e-01 1.0934885e+02 2.9852915e+00 1.4264880e-01 1.0801608e+02 5.5252310e+02
835 1.2348711e-01 1.0924477e+02 3.0244596e+00 1.6756466e-01 1.0783996e+02 5.5322965e+02
836 1.5148158e-01 1.0925645e+02 2.9998243e+00 1.8881518e-01 1.0762666e+02 5.5390638e+02
837 1.4750156e-01 1.0913908e+02 3.0022950e+00 1.4167495e-01 1.0795020e+02 5.5459411e+02
838 1.2114666e-01 1.0915227e+02 3.0148382e+00 1.6356416e-01 1.0775433e+02 5.5529507e+02
839 1.4515878e-01 1.0925697e+02 2.9878442e+00 1.8528366e-01 1.0740273e+02 5.5595784e+02
840 1.5954357e-01 1.0917631e+02 3.0128062e+00 1.8925597e-01 1.0751540e+02 5.5660647e+02
841 1.4626449e-01 1.0898853e+02 2.9747770e+00 1.6605467e-01 1.0759707e+02 5.5730226e+02
842 1.2348915e-01 1.0896861e+02 2.9887936e+00 1.3880850e-01 1.0771984e+02 5.5798265e+02
843 1.2298639e-01 1.0891379e+02 2.9878376e+00 1.6331457e-01 1.0786079e+02 5.5868101e+02
844 1.7344856e-01 1.0877817e+02 2.9694021e+00 2.0314811e-01 1.0874139e+02 5.5946232e+02
845 1.6818382e-01 1.0895721e+02 3.0040066e+00 1.5881881e-01 1.0780633e+02 5.6032160e+02
846 1.2305769e-01 1.0889760e+02 2.9686511e+00 1.2442019e-01 1.0792507e+02 5.6101090e+02
847 1.1718801e-01 1.0906412e+02 2.9889498e+00 1.6408476e-01 1.0740653e+02 5.6177776e+02
848 1.5119967e-01 1.0896139e+02 2.9785669e+00 1.6063493e-01 1.0729369e+02 5.6257936e+02
849 1.2253878e-01 1.0890656e+02 2.9683595e+00 1.3754359e-01 1.0779559e+02 5.6334343e+02
850 1.4113019e-01 1.0881844e+02 2.9590254e+00 2.0061629e-01 1.0850718e+02 5.6402449e+02
851 1.7668201e-01 1.0897649e+02 2.9769180e+00 1.4440392e-01 1.0804175e+02 5.6467566e+02
852 1.1547789e-01 1.0894356e+02 2.9536779e+00 1.4782436e-01 1.0761176e+02 5.6535325e+02
853 1.4494704e-01 1.0886381e+02 2.9770226e+00 1.8211687e-01 1.0738623e+02 5.6600584e+02
854 1.3373084e-01 1.0883340e+02 2.9592059e+00 1.3855679e-01 1.0749358e+02 5.6666336e+02
855 1.1591697e-01 1.0887804e+02 2.9482107e+00 1.4753607e-01 1.0731057e+02 5.6731429e+02
856 1.3360186e-01 1.0893536e+02 2.9553514e+00 2.1595646e-01 1.0702948e+02 5.6797433e+02
857 1.9135588e-01 1.0894263e+02 2.9584467e+00 1.8566814e-01 1.0743861e+02 5.6866561e+02
858 1.2932086e-01 1.0885435e+02 2.9362650e+00 1.4739949e-01 1.0809268e+02 5.6932368e+02
859 1.5228076e-01 1.0882967e+02 2.9535236e+00 2.1345600e-01 1.0859646e+02 5.7004411e+02
860 1.5421604e-01 1.0896329e+02 2.9237702e+00 1.4130123e-01 1.0772461e+02 5.7071335e+02
861 1.3372311e-01 1.0885865e+02 2.9396539e+00 1.4796893e-01 1.0744499e+02 5.7146205e+02
862 1.2268658e-01 1.0864513e+02 2.9523141e+00 1.3880272e-01 1.0782972e+02 5.7212867e+02
863 1.6797626e-01 1.0859887e+02 2.9054656e+00 2.4216285e-01 1.0877432e+02 5.7278219e+02
864 1.9470295e-01 1.0883562e+02 2.9558074e+00 1.5571404e-01 1.0768864e+02 5.7355439e+02
865 1.8970996e-01 1.0879507e+02 2.9157474e+00 2.2829586e-01 1.0711227e+02 5.7423038e+02
866 1.5715839e-01 1.0855758e+02 2.9366055e+00 2.5209391e-01 1.0794702e+02 5.7497921e+02
867 2.5509179e-01 1.0854496e+02 2.9195209e+00 1.7313290e-01 1.0755846e+02 5.7562570e+02
868 1.4864749e-01 1.0839316e+02 2.9033184e+00 1.8406802e-01 1.0653944e+02 5.7626889e+02
869 1.4338884e-01 1.0805471e+02 2.9363358e+00 1.5755765e-01 1.0666768e+02 5.7694082e+02
870 1.2815049e-01 1.0799920e+02 2.9207580e+00 1.4424388e-01 1.0701740e+02 5.7760559e+02
871 1.3657390e-01 1.0811699e+02 2.9047022e+00 2.2975093e-01 1.0660422e+02 5.7848954e+02
872 1.8163913e-01 1.0811282e+02 2.8805735e+00 1.8035500e-01 1.0629301e+02 5.7919233e+02
873 1.5414608e-01 1.0793793e+02 2.9403951e+00 1.5932997e-01 1.0625034e+02 5.7985611e+02
874 1.4893322e-01 1.0777754e+02 2.8840714e+00 1.8201533e-01 1.0685764e+02 5.8050616e+02
875 1.5010785e-01 1.0798772e+02 2.9137084e+00 2.0989138e-01 1.0607043e+02 5.8120552e+02
876 1.5674764e-01 1.0778146e+02 2.8678894e+00 1.5567559e-01 1.0665525e+02 5.8191234e+02
877 1.5216376e-01 1.0787367e+02 2.9489453e+00 1.9328697e-01 1.0625307e+02 5.8258031e+02
878 1.4394043e-01 1.0773585e+02 2.8610477e+00 1.5070391e-01 1.0615137e+02 5.8325066e+02
879 1.1435267e-01 1.0748797e+02 2.8690479e+00 1.3687140e-01 1.0685484e+02 5.8390007e+02
880 1.2385783e-01 1.0754841e+02 2.9011369e+00 1.3874952e-01 1.0675424e+02 5.8453997e+02
881 1.1702440e-01 1.0773866e+02 2.8867986e+00 1.3793106e-01 1.0659149e+02 5.8519360e+02
882 1.0992128e-01 1.0763504e+02 2.8626664e+00 1.2039007e-01 1.0696902e+02 5.8588065e+02
883 1.0928275e-01 1.0769649e+02 2.8996432e+00 1.4366625e-01 1.0715357e+02 5.8657935e+02
884 1.4877087e-01 1.0779887e+02 2.8668261e+00 1.9170237e-01 1.0723490e+02 5.8723343e+02
885 1.7100155e-01 1.0783518e+02 2.8638358e+00 1.4452131e-01 1.0707089e+02 5.8789185e+02
886 1.1091403e-01 1.0785986e+02 2.8782275e+00 1.4592537e-01 1.0641930e+02 5.8854414e+02
887 1.4768596e-01 1.0786277e+02 2.8718884e+00 1.7529024e-01 1.0606435e+02 5.8920138e+02
888 1.2350254e-01 1.0761659e+02 2.8365588e+00 1.3767795e-01 1.0726874e+02 5.8985055e+02
889 1.5267806e-01 1.0775565e+02 2.8838923e+00 1.6587494e-01 1.0715675e+02 5.9049408e+02
890 1.1997546e-01 1.0792242e+02 2.8548479e+00 1.3791393e-01 1.0673141e+02 5.9114115e+02
891 1.3620275e-01 1.0789937e+02 2.8578596e+00 1.9433269e-01 1.0607955e+02 5.9179841e+02
892 1.5630077e-01 1.0773915e+02 2.8418829e+00 1.4477016e-01 1.0638268e+02 5.9244107e+02
893 1.1368268e-01 1.0767984e+02 2.8489928e+00 1.5200020e-01 1.0671893e+02 5.9309344e+02
894 1.4965528e-01 1.0753142e+02 2.8235111e+00 1.5936129e-01 1.0707442e+02 5.9374148e+02
895 1.3576752e-01 1.0757797e+02 2.8686516e+00 1.3813564e-01 1.0655455e+02 5.9439051e+02
896 1.1417296e-01 1.0748438e+02 2.8262739e+00 1.3647404e-01 1.0656125e+02 5.9505397e+02
897 1.1388288e-01 1.0757632e+02 2.8332839e+00 1.2868884e-01 1.0673238e+02 5.9573734e+02
898 1.2242464e-01 1.0760452e+02 2.8257074e+00 1.5991016e-01 1.0724538e+02 5.9639139e+02
899 1.5251245e-01 1.0771375e+02 2.8477659e+00 1.7610514e-01 1.0700845e+02 5.9704761e+02
900 1.4088042e-01 1.0778593e+02 2.8236804e+00 1.2991554e-01 1.0678107e+02 5.9770727e+02
901 1.0355530e-01 1.0776527e+02 2.8171008e+00 1.2685436e-01 1.0667554e+02 5.9837656e+02
902 1.0988163e-01 1.0779889e+02 2.8296299e+00 1.4999166e-01 1.0619933e+02 5.9904145e+02
903 1.4689362e-01 1.0781709e+02 2.8248971e+00 2.3189838e-01 1.0595470e+02 5.9968413e+02
904 1.6853093e-01 1.0763557e+02 2.7986579e+00 1.3316672e-01 1.0679197e+02 6.0032794e+02
905 1.5059040e-01 1.0762517e+02 2.8190572e+00 2.3729604e-01 1.0680486e+02 6.0098725e+02
906 1.5371616e-01 1.0760136e+02 2.7848864e+00 1.4004038e-01 1.0651047e+02 6.0164268e+02
907 1.5587731e-01 1.0768353e+02 2.8458679e+00 2.1554001e-01 1.0561256e+02 6.0228362e+02
908 1.4368464e-01 1.0743193e+02 2.7821877e+00 1.6122241e-01 1.0616426e+02 6.0295466e+02
909 1.2960239e-01 1.0740717e+02 2.7734368e+00 1.4333096e-01 1.0682631e+02 6.0360004e+02
910 1.3253459e-01 1.0744574e+02 2.7900367e+00 1.6189277e-01 1.0684023e+02 6.0424860e+02
911 1.3474861e-01 1.0745905e+02 2.8234875e+00 1.5910007e-01 1.0679053e+02 6.0489321e+02
912 1.4375333e-01 1.0737311e+02 2.7586372e+00 1.5822048e-01 1.0669085e+02 6.0554055e+02
913 1.4552210e-01 1.0736191e+02 2.7956860e+00 1.4807433e-01 1.0646133e+02 6.0622679e+02
914 1.2527895e-01 1.0726225e+02 2.7803922e+00 1.5081002e-01 1.0675336e+02 6.0689411e+02
915 1.3306031e-01 1.0741190e+02 2.7872224e+00 1.4541647e-01 1.0660234e+02 6.0762371e+02
916 1.2475706e-01 1.0740839e+02 2.7697012e+00 1.5341713e-01 1.0677529e+02 6.0831191e+02
917 1.3952084e-01 1.0744755e+02 2.7795453e+00 1.4360723e-01 1.0682749e+02 6.0898248e+02
918 1.2250304e-01 1.0753286e+02 2.7721155e+00 1.2971160e-01 1.0694815e+02 6.0964859e+02
919 1.1051717e-01 1.0759067e+02 2.7858956e+00 1.7703335e-01 1.0667062e+02 6.1030327e+02
920 1.7611796e-01 1.0744764e+02 2.7573206e+00 1.7558300e-01 1.0710038e+02 6.1099890e+02
921 1.3772072e-01 1.0739970e+02 2.7646894e+00 1.3575609e-01 1.0641640e+02 6.1172670e+02
922 1.1364055e-01 1.0723235e+02 2.7691870e+00 1.3885000e-01 1.0624693e+02 6.1236985e+02
923 1.1223048e-01 1.0740825e+02 2.7649055e+00 1.5515569e-01 1.0591592e+02 6.1302099e+02
924 1.4818215e-01 1.0753721e+02 2.7561250e+00 2.0274182e-01 1.0581875e+02 6.1366816e+02
925 1.5351212e-01 1.0753447e+02 2.7328789e+00 1.2867114e-01 1.0667522e+02 6.1432654e+02
926 1.0409942e-01 1.0781152e+02 2.7644341e+00 1.3172403e-01 1.0671073e+02 6.1498014e+02
927 1.0634907e-01 1.0772919e+02 2.7306259e+00 1.3356267e-01 1.0709776e+02 6.1562935e+02
928 1.3745184e-01 1.0776884e+02 2.7369001e+00 1.7444265e-01 1.0731754e+02 6.1629686e+02
929 1.4725719e-01 1.0776253e+02 2.7595477e+00 1.5013042e-01 1.0672080e+02 6.1694703e+02
930 1.2979995e-01 1.0764816e+02 2.7290380e+00 1.5052168e-01 1.0718699e+02 6.1760987e+02
931 1.1950967e-01 1.0770474e+02 2.7458398e+00 1.2689292e-01 1.0662212e+02 6.1825435e+02
932 1.0478104e-01 1.0767216e+02 2.7245715e+00 1.4722912e-01 1.0602211e+02 6.1892247e+02
933 1.3849664e-01 1.0766298e+02 2.7516308e+00 2.1162926e-01 1.0594164e+02 6.1958129e+02
934 1.8017265e-01 1.0768021e+02 2.7225659e+00 1.8933813e-01 1.0626605e+02 6.2022840e+02
935 1.2674539e-01 1.0764297e+02 2.7158487e+00 1.2638867e-01 1.0657004e+02 6.2087246e+02
936 1.0015890e-01 1.0760176e+02 2.7046139e+00 1.2401210e-01 1.0661475e+02 6.2152287e+02
937 1.1342932e-01 1.0757304e+02 2.7153931e+00 1.4242192e-01 1.0658294e+02 6.2216308e+02
938 1.2610123e-01 1.0751863e+02 2.7110398e+00 1.5181686e-01 1.0703961e+02 6.2281092e+02
939 1.2230838e-01 1.0759081e+02 2.7195983e+00 1.3951576e-01 1.0701464e+02 6.2346934e+02
940 1.3506478e-01 1.0752557e+02 2.6943743e+00 2.0433788e-01 1.0691044e+02 6.2410971e+02
941 1.9168766e-01 1.0750048e+02 2.6924849e+00 1.5029065e-01 1.0712780e+02 6.2476151e+02
942 1.2466728e-01 1.0756506e+02 2.7090614e+00 1.3644286e-01 1.0652741e+02 6.2541689e+02
943 1.0560350e-01 1.0762172e+02 2.6953630e+00 1.5265128e-01 1.0601998e+02 6.2606951e+02
944 1.5141508e-01 1.0764529e+02 2.7098207e+00 1.8572201e-01 1.0580970e+02 6.2671410e+02
945 1.2562734e-01 1.0754855e+02 2.6674433e+00 1.1864313e-01 1.0673001e+02 6.2735995e+02
946 9.9732712e-02 1.0771489e+02 2.7068675e+00 1.5570919e-01 1.0647601e+02 6.2800578e+02
947 1.4342397e-01 1.0768848e+02 2.6676071e+00 1.9944444e-01 1.0617979e+02 6.2865447e+02
948 1.5071104e-01 1.0761716e+02 2.6882792e+00 1.4936717e-01 1.0595910e+02 6.2931584e+02
949 1.2072736e-01 1.0750459e+02 2.6723361e+00 1.6807112e-01 1.0583611e+02 6.2996254e+02
950 1.5563945e-01 1.0739246e+02 2.6589222e+00 1.6411810e-01 1.0607454e+02 6.3061948e+02
951 1.1551720e-01 1.0741989e+02 2.6779029e+00 1.1799355e-01 1.0615388e+02 6.3129529e+02
952 1.0805814e-01 1.0741353e+02 2.6739490e+00 1.7244591e-01 1.0670252e+02 6.3196767e+02
953 1.6552529e-01 1.0747614e+02 2.6546350e+00 1.8563057e-01 1.0739280e+02 6.3261702e+02
954 1.6768815e-01 1.0763605e+02 2.6573956e+00 1.4985678e-01 1.0676408e+02 6.3327168e+02
955 1.1141866e-01 1.0760891e+02 2.6755633e+00 1.3232490e-01 1.0659197e+02 6.3391697e+02
956 1.1027684e-01 1.0762564e+02 2.6358175e+00 1.3199437e-01 1.0667984e+02 6.3455765e+02
