# epoch recerr_sq kldiv lact_dec valid_recerr_sq valid_kldiv duration
33 1.3696187e+00 6.4513573e+01 1.5024449e+01 1.4663854e+00 6.3718399e+01 2.2047349e+01
34 1.3800952e+00 6.4581291e+01 1.4652108e+01 1.2837422e+00 6.3993011e+01 2.2702502e+01
35 1.2869998e+00 6.4528946e+01 1.5486619e+01 1.5562123e+00 6.3349545e+01 2.3486447e+01
36 1.4850829e+00 6.4764153e+01 1.4484696e+01 1.3670790e+00 6.4818108e+01 2.4148606e+01
37 1.3426172e+00 6.4966530e+01 1.5630645e+01 1.3389834e+00 6.4696632e+01 2.4792697e+01
38 1.3131490e+00 6.5176697e+01 1.4645841e+01 1.2916144e+00 6.4451584e+01 2.5444930e+01
39 1.2273308e+00 6.5164673e+01 1.5290409e+01 1.2989297e+00 6.5016357e+01 2.6098698e+01
40 1.2550595e+00 6.5613220e+01 1.4628239e+01 1.1719922e+00 6.4945946e+01 2.6757527e+01
41 1.1492413e+00 6.5789398e+01 1.5309475e+01 1.2570761e+00 6.5672058e+01 2.7473432e+01
42 1.1874424e+00 6.6217224e+01 1.4917316e+01 1.1568272e+00 6.5730537e+01 2.8207666e+01
43 1.1399906e+00 6.6625984e+01 1.5004422e+01 1.1647556e+00 6.6253204e+01 2.8955571e+01
44 1.1153949e+00 6.6912674e+01 1.5101458e+01 1.1742991e+00 6.6578003e+01 2.9816324e+01
45 1.1570722e+00 6.7235329e+01 1.4963993e+01 1.1938037e+00 6.7074768e+01 3.0543818e+01
46 1.1246551e+00 6.7490852e+01 1.4973925e+01 1.2163000e+00 6.6748085e+01 3.1232774e+01
47 1.1591272e+00 6.7588181e+01 1.5022553e+01 1.1622038e+00 6.6935791e+01 3.1946786e+01
48 1.1494690e+00 6.7685272e+01 1.4958735e+01 1.1780760e+00 6.7466431e+01 3.2702024e+01
49 1.1107395e+00 6.8315735e+01 1.5087912e+01 1.2462124e+00 6.7600250e+01 3.3398119e+01
50 1.1519336e+00 6.8770409e+01 1.4780985e+01 1.1266251e+00 6.8292206e+01 3.4062384e+01
51 1.0732713e+00 6.9333725e+01 1.5280939e+01 1.2138531e+00 6.9011604e+01 3.4731731e+01
52 1.1266451e+00 6.9962883e+01 1.4687847e+01 1.1593430e+00 6.9601913e+01 3.5377243e+01
53 1.0954112e+00 7.0497864e+01 1.5232527e+01 1.1836907e+00 7.0028076e+01 3.6025795e+01
54 1.1178532e+00 7.1004951e+01 1.4673327e+01 1.1655054e+00 7.0221848e+01 3.6698601e+01
55 1.1094048e+00 7.1455612e+01 1.5227605e+01 1.2080358e+00 7.0547882e+01 3.7388814e+01
56 1.0782213e+00 7.1787674e+01 1.4844509e+01 1.1143675e+00 7.1215088e+01 3.8050231e+01
57 1.0721169e+00 7.2283203e+01 1.4918797e+01 1.1258149e+00 7.1826881e+01 3.8688966e+01
58 1.0677049e+00 7.2867157e+01 1.5097980e+01 1.1789069e+00 7.2545769e+01 3.9346065e+01
59 1.0975850e+00 7.3240585e+01 1.4882423e+01 1.1004630e+00 7.2551224e+01 3.9994161e+01
60 1.0339746e+00 7.3364128e+01 1.5062116e+01 1.1341891e+00 7.2724579e+01 4.0638512e+01
61 1.0430350e+00 7.3786453e+01 1.4908055e+01 1.1174451e+00 7.3020050e+01 4.1386534e+01
62 1.0795741e+00 7.4203781e+01 1.5020380e+01 1.1910173e+00 7.3492439e+01 4.2041616e+01
63 1.0959483e+00 7.4480164e+01 1.4674370e+01 9.9982935e-01 7.3479668e+01 4.2775952e+01
64 9.8067796e-01 7.4603416e+01 1.5197971e+01 1.0568749e+00 7.3953629e+01 4.3441525e+01
65 1.0976819e+00 7.4955666e+01 1.4727703e+01 1.1724119e+00 7.4085724e+01 4.4119791e+01
66 1.0694764e+00 7.4751282e+01 1.5305661e+01 1.1017345e+00 7.2816109e+01 4.4770280e+01
67 9.9636912e-01 7.4294388e+01 1.4930329e+01 9.3121505e-01 7.2558098e+01 4.5424124e+01
68 9.4957209e-01 7.4034431e+01 1.4964490e+01 9.3244278e-01 7.3124893e+01 4.6089769e+01
69 1.0387937e+00 7.4198448e+01 1.4976295e+01 8.9835840e-01 7.2131866e+01 4.6734710e+01
70 8.9228517e-01 7.3727898e+01 1.5399647e+01 9.7545683e-01 7.3381142e+01 4.7383004e+01
71 9.0985769e-01 7.4441360e+01 1.5046182e+01 9.9207062e-01 7.3010017e+01 4.8035122e+01
72 8.9760190e-01 7.5058815e+01 1.4998310e+01 9.0906262e-01 7.5039551e+01 4.8676972e+01
73 8.6636740e-01 7.5901306e+01 1.5096182e+01 8.3501154e-01 7.5136902e+01 4.9323262e+01
74 8.4764308e-01 7.6742393e+01 1.5169233e+01 8.4664667e-01 7.6303490e+01 4.9969184e+01
75 8.5094732e-01 7.7762161e+01 1.5074921e+01 8.4356636e-01 7.7626144e+01 5.0625389e+01
76 8.3152550e-01 7.8697113e+01 1.5154174e+01 8.3365935e-01 7.7794083e+01 5.1286528e+01
77 8.2322145e-01 7.9325584e+01 1.5199480e+01 8.4841692e-01 7.8432274e+01 5.1946390e+01
78 8.2940865e-01 7.9880402e+01 1.4940561e+01 8.3695704e-01 7.8898148e+01 5.2602322e+01
79 8.0803359e-01 8.0221100e+01 1.5137518e+01 8.1422269e-01 7.9661789e+01 5.3259056e+01
80 8.3024400e-01 8.0787209e+01 1.5136272e+01 8.5764939e-01 7.9802460e+01 5.3899269e+01
81 8.2073438e-01 8.0915062e+01 1.5020338e+01 8.4737921e-01 7.9304764e+01 5.4562458e+01
82 8.3139694e-01 8.0972565e+01 1.5106682e+01 8.2282567e-01 7.9763092e+01 5.5217948e+01
83 8.0591738e-01 8.1230370e+01 1.5155545e+01 8.0743438e-01 8.0920921e+01 5.5867069e+01
84 8.4677535e-01 8.1748138e+01 1.5030288e+01 7.7796638e-01 8.1025696e+01 5.6540803e+01
85 8.0455172e-01 8.2043938e+01 1.5152087e+01 8.9764893e-01 8.0950966e+01 5.7204162e+01
86 8.2334363e-01 8.2056259e+01 1.5043736e+01 7.7396035e-01 8.1583405e+01 5.7851434e+01
87 8.3492506e-01 8.2493546e+01 1.5029218e+01 8.2367170e-01 8.1504349e+01 5.8498464e+01
88 7.9682279e-01 8.2558907e+01 1.5085749e+01 7.7724302e-01 8.1836243e+01 5.9160192e+01
89 7.6783389e-01 8.3151917e+01 1.5228698e+01 8.5779959e-01 8.2008369e+01 5.9804037e+01
90 7.9055679e-01 8.3654091e+01 1.4959846e+01 7.6218879e-01 8.2742912e+01 6.0445419e+01
91 7.7067536e-01 8.4428497e+01 1.5169226e+01 9.3807840e-01 8.2938362e+01 6.1087142e+01
92 8.9518160e-01 8.4836327e+01 1.5045410e+01 9.0461957e-01 8.2558929e+01 6.1741837e+01
93 8.0779052e-01 8.4262405e+01 1.5019069e+01 8.4576082e-01 8.3770164e+01 6.2388895e+01
94 8.5382062e-01 8.4560974e+01 1.4961721e+01 7.8342772e-01 8.3045784e+01 6.3044478e+01
95 7.7204633e-01 8.4497246e+01 1.5330012e+01 9.1352618e-01 8.3081451e+01 6.3712496e+01
96 8.1945539e-01 8.4946045e+01 1.4859086e+01 7.6868856e-01 8.3804329e+01 6.4361515e+01
97 7.5568336e-01 8.5582695e+01 1.5115213e+01 7.8036040e-01 8.4686211e+01 6.5020727e+01
98 7.9319566e-01 8.6221252e+01 1.4868190e+01 7.3240113e-01 8.5683281e+01 6.5671685e+01
99 7.9693222e-01 8.6589020e+01 1.5245454e+01 8.1653750e-01 8.5191139e+01 6.6311770e+01
100 7.9409629e-01 8.6547142e+01 1.5016143e+01 7.5813508e-01 8.5187790e+01 6.6968841e+01
101 7.8201479e-01 8.6432304e+01 1.5102597e+01 7.8013259e-01 8.4644035e+01 6.7623848e+01
102 7.7157402e-01 8.6351799e+01 1.4985287e+01 8.0756760e-01 8.4587990e+01 6.8278679e+01
103 7.6047701e-01 8.6351776e+01 1.5029397e+01 7.6940244e-01 8.4863678e+01 6.8930198e+01
104 7.5400823e-01 8.6601898e+01 1.4938293e+01 6.9315302e-01 8.5145447e+01 6.9579005e+01
105 7.6803315e-01 8.6845169e+01 1.5241125e+01 8.3836687e-01 8.5015076e+01 7.0242622e+01
106 8.0899698e-01 8.6898094e+01 1.5086373e+01 9.2252564e-01 8.4815918e+01 7.0922144e+01
107 8.1559068e-01 8.6401054e+01 1.4931047e+01 7.3510081e-01 8.4985107e+01 7.1598819e+01
108 8.4479034e-01 8.6093826e+01 1.4727971e+01 7.5311393e-01 8.6865456e+01 7.2595294e+01
109 8.0823970e-01 8.6125702e+01 1.5460176e+01 8.3036101e-01 8.5054710e+01 7.3288689e+01
110 7.4268287e-01 8.6284218e+01 1.4790173e+01 6.3367552e-01 8.5463982e+01 7.3942812e+01
111 6.7531472e-01 8.6726181e+01 1.5276201e+01 7.4665660e-01 8.5847870e+01 7.4604294e+01
112 7.2292227e-01 8.7594040e+01 1.4916356e+01 7.1403968e-01 8.5712410e+01 7.5260880e+01
113 6.8790650e-01 8.7776085e+01 1.5038824e+01 7.0594096e-01 8.7179893e+01 7.5918626e+01
114 6.7504424e-01 8.8301201e+01 1.5057099e+01 6.6251159e-01 8.7719902e+01 7.6558226e+01
115 7.6657897e-01 8.8864281e+01 1.4854701e+01 6.3630289e-01 8.8463982e+01 7.7215757e+01
116 7.4582076e-01 8.8893494e+01 1.5489407e+01 1.0206724e+00 8.5578125e+01 7.7865619e+01
117 8.2804400e-01 8.7693993e+01 1.4724792e+01 6.4433402e-01 8.6487907e+01 7.8535088e+01
118 6.6810364e-01 8.7385818e+01 1.5207493e+01 6.8912840e-01 8.6611755e+01 7.9186378e+01
119 6.9180000e-01 8.7998535e+01 1.5052285e+01 6.8329042e-01 8.6197151e+01 7.9879243e+01
120 6.7037940e-01 8.8514900e+01 1.5118521e+01 7.5994712e-01 8.8080544e+01 8.0538176e+01
121 6.7705888e-01 8.9762802e+01 1.4862994e+01 7.0902371e-01 8.8469803e+01 8.1248544e+01
122 6.7437744e-01 9.0761322e+01 1.4999177e+01 6.9726229e-01 8.9228493e+01 8.1924896e+01
123 6.7180246e-01 9.0979073e+01 1.5066339e+01 6.8219233e-01 8.9269714e+01 8.2603111e+01
124 6.4282018e-01 9.1117874e+01 1.4954567e+01 6.2153834e-01 9.0362831e+01 8.3266205e+01
125 6.2351549e-01 9.1477196e+01 1.5036380e+01 6.7010009e-01 9.1059456e+01 8.4089521e+01
126 6.5574819e-01 9.2087639e+01 1.5073699e+01 6.3691223e-01 9.0737823e+01 8.4785557e+01
127 6.0969144e-01 9.2341797e+01 1.5000409e+01 6.0834199e-01 9.0567932e+01 8.5504520e+01
128 5.9617001e-01 9.2479645e+01 1.5037451e+01 6.1660844e-01 9.1278358e+01 8.6265263e+01
129 5.9118134e-01 9.3198792e+01 1.5029187e+01 6.1194724e-01 9.1970428e+01 8.6939142e+01
130 6.0854530e-01 9.3949257e+01 1.4865791e+01 6.0618907e-01 9.3100449e+01 8.7597227e+01
131 7.3328978e-01 9.3922722e+01 1.5004652e+01 6.2792671e-01 9.3406174e+01 8.8242807e+01
132 6.1166561e-01 9.3854347e+01 1.5248756e+01 6.9300348e-01 9.1464943e+01 8.8888532e+01
133 6.7863816e-01 9.3313553e+01 1.5011156e+01 6.1551321e-01 9.1564270e+01 8.9528132e+01
134 5.9650904e-01 9.3247581e+01 1.4795403e+01 5.5453986e-01 9.3189278e+01 9.0184726e+01
135 5.8579755e-01 9.4106277e+01 1.5050669e+01 5.6337512e-01 9.3784561e+01 9.0843540e+01
136 5.7634711e-01 9.4721809e+01 1.5143463e+01 6.5631956e-01 9.3953323e+01 9.1496882e+01
137 6.0740256e-01 9.4970978e+01 1.4819026e+01 5.9518862e-01 9.3892578e+01 9.2191505e+01
138 5.5193198e-01 9.4840363e+01 1.4985786e+01 5.4843742e-01 9.3993263e+01 9.2969923e+01
139 5.5979598e-01 9.4843651e+01 1.4919823e+01 5.3730559e-01 9.4363068e+01 9.3637520e+01
140 5.5726224e-01 9.5427094e+01 1.5046099e+01 6.1624354e-01 9.4115761e+01 9.4322503e+01
141 5.4423666e-01 9.5424591e+01 1.4884468e+01 4.9724522e-01 9.4726425e+01 9.5011940e+01
142 5.2421510e-01 9.6398949e+01 1.4958894e+01 6.6123140e-01 9.3691917e+01 9.5679987e+01
143 6.2947792e-01 9.6620720e+01 1.4879580e+01 5.9709132e-01 9.4466904e+01 9.6414369e+01
144 5.2918303e-01 9.6475227e+01 1.4888502e+01 5.2666283e-01 9.5245369e+01 9.7080233e+01
145 5.2233410e-01 9.7112854e+01 1.4794806e+01 5.0205582e-01 9.6018646e+01 9.7739184e+01
146 5.3352219e-01 9.7596794e+01 1.4943809e+01 6.0707927e-01 9.7464287e+01 9.8398252e+01
147 6.2296510e-01 9.7849289e+01 1.4735063e+01 5.6381464e-01 9.6910225e+01 9.9065493e+01
148 5.4970670e-01 9.7864807e+01 1.4900089e+01 5.2936870e-01 9.5355431e+01 9.9707255e+01
149 5.4121375e-01 9.7338318e+01 1.4821547e+01 6.3191116e-01 9.6020218e+01 1.0035688e+02
150 5.6289232e-01 9.7835167e+01 1.4710868e+01 5.3220958e-01 9.6342323e+01 1.0101768e+02
151 5.1114702e-01 9.8293365e+01 1.4851087e+01 6.0938418e-01 9.6676781e+01 1.0167222e+02
152 6.0450190e-01 9.8768311e+01 1.4646841e+01 6.2885237e-01 9.6441223e+01 1.0232352e+02
153 5.4788011e-01 9.8711906e+01 1.4741028e+01 5.8605295e-01 9.6740585e+01 1.0297821e+02
154 5.3978002e-01 9.8961433e+01 1.4675283e+01 6.7522001e-01 9.6454788e+01 1.0363402e+02
155 6.1692220e-01 9.8876709e+01 1.4672522e+01 5.7675314e-01 9.6634216e+01 1.0428548e+02
156 5.7528657e-01 9.8479347e+01 1.4562263e+01 5.9205484e-01 9.7771942e+01 1.0493610e+02
157 5.9095746e-01 9.8800026e+01 1.4555598e+01 5.0812137e-01 9.7179420e+01 1.0558363e+02
158 5.2603465e-01 9.9100624e+01 1.4727909e+01 6.7955649e-01 9.6700882e+01 1.0624012e+02
159 5.6047738e-01 9.9649696e+01 1.4421409e+01 5.2434707e-01 9.8355125e+01 1.0690707e+02
160 5.0634104e-01 1.0034016e+02 1.4643252e+01 5.8162177e-01 9.8477196e+01 1.0755565e+02
161 5.4731578e-01 1.0063885e+02 1.4398273e+01 5.5046678e-01 9.8595978e+01 1.0829595e+02
162 5.4782611e-01 1.0050805e+02 1.4583029e+01 6.3499337e-01 9.8223679e+01 1.0894926e+02
163 5.4210997e-01 1.0042923e+02 1.4253479e+01 5.4276061e-01 9.7864952e+01 1.0963651e+02
164 5.0291115e-01 1.0014210e+02 1.4451805e+01 5.2524817e-01 9.9629547e+01 1.1028618e+02
165 5.4818505e-01 1.0088204e+02 1.4274535e+01 5.3959560e-01 9.9990814e+01 1.1094843e+02
166 5.9512460e-01 1.0102544e+02 1.4278896e+01 5.1147658e-01 9.9927773e+01 1.1160523e+02
167 5.0354201e-01 1.0089517e+02 1.4457323e+01 6.6237342e-01 9.8423958e+01 1.1224906e+02
168 6.2187380e-01 1.0081052e+02 1.4073730e+01 5.5320746e-01 9.8275261e+01 1.1289469e+02
169 4.9664170e-01 1.0071579e+02 1.4237186e+01 5.2208591e-01 9.9910568e+01 1.1354888e+02
170 5.1247281e-01 1.0140835e+02 1.4075480e+01 5.2259713e-01 1.0020895e+02 1.1420862e+02
171 5.9528291e-01 1.0196861e+02 1.3970598e+01 5.0855803e-01 1.0142010e+02 1.1486310e+02
172 5.7599086e-01 1.0166110e+02 1.4189554e+01 6.0497075e-01 1.0140788e+02 1.1551940e+02
173 5.0579780e-01 1.0184993e+02 1.4012326e+01 5.1496935e-01 9.9552307e+01 1.1617301e+02
174 5.2938062e-01 1.0184785e+02 1.3863612e+01 5.0145262e-01 9.9847870e+01 1.1682593e+02
175 4.8270935e-01 1.0181035e+02 1.3902157e+01 5.3954512e-01 1.0190179e+02 1.1748580e+02
176 5.7533216e-01 1.0258956e+02 1.3757686e+01 5.0655091e-01 1.0152786e+02 1.1812900e+02
177 5.3406662e-01 1.0258938e+02 1.3852180e+01 4.9196807e-01 1.0074194e+02 1.1878586e+02
178 4.9251324e-01 1.0247865e+02 1.3722348e+01 6.6443545e-01 1.0020899e+02 1.1945926e+02
179 5.5344349e-01 1.0239353e+02 1.3684656e+01 4.8395684e-01 1.0131723e+02 1.2012039e+02
180 5.2972734e-01 1.0258801e+02 1.3541812e+01 4.9782822e-01 1.0281944e+02 1.2076576e+02
181 5.3114790e-01 1.0359709e+02 1.3613352e+01 6.1572474e-01 1.0173660e+02 1.2142227e+02
182 5.5986124e-01 1.0388580e+02 1.3544163e+01 6.6758829e-01 1.0055313e+02 1.2207409e+02
183 5.5146080e-01 1.0354168e+02 1.3358677e+01 5.1508337e-01 1.0185062e+02 1.2281900e+02
184 5.0092602e-01 1.0411774e+02 1.3439946e+01 6.6837233e-01 1.0125360e+02 1.2347681e+02
185 5.9095609e-01 1.0389171e+02 1.3032012e+01 4.4445258e-01 1.0176379e+02 1.2413082e+02
186 4.6008155e-01 1.0367606e+02 1.3531354e+01 5.5573756e-01 1.0236391e+02 1.2478929e+02
187 4.7308663e-01 1.0396049e+02 1.3021755e+01 4.5479691e-01 1.0268010e+02 1.2544237e+02
188 5.0280148e-01 1.0474021e+02 1.3030318e+01 4.4923371e-01 1.0401369e+02 1.2611114e+02
189 4.8238504e-01 1.0508582e+02 1.3065845e+01 4.8955634e-01 1.0512772e+02 1.2677735e+02
190 5.5625671e-01 1.0589004e+02 1.2875202e+01 5.1671827e-01 1.0459467e+02 1.2744501e+02
191 5.1838827e-01 1.0519164e+02 1.2923528e+01 5.2174872e-01 1.0278764e+02 1.2810811e+02
192 5.6002450e-01 1.0479388e+02 1.2746770e+01 6.1050123e-01 1.0216455e+02 1.2878014e+02
193 4.8497486e-01 1.0429022e+02 1.2686772e+01 5.7920694e-01 1.0411391e+02 1.2942212e+02
194 5.4790312e-01 1.0502894e+02 1.2623609e+01 5.2069134e-01 1.0214439e+02 1.3008187e+02
195 5.4404581e-01 1.0519197e+02 1.2644024e+01 5.8954614e-01 1.0285574e+02 1.3073877e+02
196 5.4556274e-01 1.0534840e+02 1.2319489e+01 5.1900423e-01 1.0352180e+02 1.3138555e+02
197 4.8860550e-01 1.0569049e+02 1.2463561e+01 5.5116850e-01 1.0325967e+02 1.3202719e+02
198 4.5577171e-01 1.0552843e+02 1.2229126e+01 4.3068624e-01 1.0530804e+02 1.3269169e+02
199 4.9900836e-01 1.0603771e+02 1.2200620e+01 4.5623797e-01 1.0608987e+02 1.3336851e+02
200 4.2301720e-01 1.0668501e+02 1.2260709e+01 4.7120711e-01 1.0462078e+02 1.3401069e+02
201 4.4287902e-01 1.0713856e+02 1.2052898e+01 5.8570480e-01 1.0421709e+02 1.3466786e+02
202 4.6081939e-01 1.0725992e+02 1.1968468e+01 4.5359799e-01 1.0581915e+02 1.3532304e+02
203 4.8109344e-01 1.0739771e+02 1.1901913e+01 6.8723679e-01 1.0652142e+02 1.3596096e+02
204 7.1149218e-01 1.0784790e+02 1.1970171e+01 7.0462471e-01 1.0440003e+02 1.3660416e+02
205 6.0098863e-01 1.0643084e+02 1.1649084e+01 6.5217185e-01 1.0438889e+02 1.3725322e+02
206 5.6247514e-01 1.0540342e+02 1.1491110e+01 4.7251934e-01 1.0564218e+02 1.3792657e+02
207 4.4591674e-01 1.0606334e+02 1.1838346e+01 4.8157397e-01 1.0404202e+02 1.3857671e+02
208 4.6994185e-01 1.0685495e+02 1.1509194e+01 5.2020687e-01 1.0514802e+02 1.3925472e+02
209 5.2519536e-01 1.0744578e+02 1.1528442e+01 5.7815599e-01 1.0520102e+02 1.3990430e+02
210 4.6376190e-01 1.0716763e+02 1.1379334e+01 4.5214072e-01 1.0437973e+02 1.4056700e+02
211 4.1375053e-01 1.0674307e+02 1.1300834e+01 4.0843856e-01 1.0621498e+02 1.4121944e+02
212 4.3180475e-01 1.0747397e+02 1.1336316e+01 4.5472550e-01 1.0676685e+02 1.4188896e+02
213 4.7763234e-01 1.0809856e+02 1.1107990e+01 4.1677797e-01 1.0758572e+02 1.4253155e+02
214 4.6305194e-01 1.0849354e+02 1.1221391e+01 3.8828307e-01 1.0756271e+02 1.4318475e+02
215 3.9340493e-01 1.0894480e+02 1.1230364e+01 5.4028475e-01 1.0643604e+02 1.4384756e+02
216 5.0183737e-01 1.0925460e+02 1.0948438e+01 6.5242612e-01 1.0639304e+02 1.4451988e+02
217 5.1472855e-01 1.0914091e+02 1.0915391e+01 4.3601620e-01 1.0722105e+02 1.4517729e+02
218 4.0071446e-01 1.0924387e+02 1.0888782e+01 4.2416060e-01 1.0859180e+02 1.4583527e+02
219 4.2934975e-01 1.0976844e+02 1.0778317e+01 3.8336426e-01 1.0937572e+02 1.4649293e+02
220 4.3149221e-01 1.1060610e+02 1.0829526e+01 5.3728998e-01 1.0963201e+02 1.4717111e+02
221 5.1751328e-01 1.1097147e+02 1.0603518e+01 4.2697924e-01 1.1025522e+02 1.4782422e+02
222 4.9400467e-01 1.1103004e+02 1.0689424e+01 4.7193676e-01 1.1064577e+02 1.4846715e+02
223 4.8603553e-01 1.1101157e+02 1.0597730e+01 4.0886089e-01 1.0986671e+02 1.4912472e+02
224 4.2846671e-01 1.1124328e+02 1.0678381e+01 5.7276827e-01 1.0850135e+02 1.4976677e+02
225 4.8227024e-01 1.1144012e+02 1.0458953e+01 4.7146344e-01 1.0892931e+02 1.5045163e+02
226 4.3262497e-01 1.1150046e+02 1.0511578e+01 4.7251493e-01 1.0965668e+02 1.5110881e+02
227 4.5016259e-01 1.1187873e+02 1.0297546e+01 4.3638560e-01 1.1121573e+02 1.5176289e+02
228 4.6091065e-01 1.1227444e+02 1.0390107e+01 3.9233416e-01 1.1220529e+02 1.5242499e+02
229 4.1668335e-01 1.1279596e+02 1.0346580e+01 4.4195929e-01 1.1182855e+02 1.5306577e+02
230 4.1478634e-01 1.1320322e+02 1.0335235e+01 6.1314440e-01 1.1126461e+02 1.5371741e+02
231 5.5377287e-01 1.1321813e+02 1.0234993e+01 4.8011318e-01 1.0923332e+02 1.5436136e+02
232 4.4898674e-01 1.1186767e+02 1.0130794e+01 4.3130985e-01 1.1011777e+02 1.5501660e+02
233 3.9066848e-01 1.1201513e+02 1.0177060e+01 5.2308446e-01 1.1064641e+02 1.5565847e+02
234 5.0965542e-01 1.1270160e+02 1.0221596e+01 4.5171019e-01 1.1118182e+02 1.5631891e+02
235 4.0686494e-01 1.1335617e+02 9.9566727e+00 4.1868412e-01 1.1201955e+02 1.5696057e+02
236 3.9320660e-01 1.1415913e+02 1.0271400e+01 5.9030282e-01 1.1137022e+02 1.5761733e+02
237 6.0353601e-01 1.1429139e+02 9.9719505e+00 7.7124572e-01 1.0990075e+02 1.5825391e+02
238 5.0248826e-01 1.1264189e+02 9.9270210e+00 4.2743734e-01 1.1094243e+02 1.5890320e+02
239 4.7324714e-01 1.1203069e+02 1.0044231e+01 4.7265762e-01 1.1014216e+02 1.5954305e+02
240 4.5255119e-01 1.1203053e+02 9.8519821e+00 4.8632768e-01 1.1111477e+02 1.6020005e+02
241 4.1025543e-01 1.1310800e+02 9.9305773e+00 4.0392971e-01 1.1130106e+02 1.6084131e+02
242 4.3213159e-01 1.1369733e+02 9.8718119e+00 4.8840728e-01 1.1175047e+02 1.6149141e+02
243 3.9778337e-01 1.1420529e+02 9.8329077e+00 4.1015586e-01 1.1234875e+02 1.6214319e+02
244 4.0351963e-01 1.1437407e+02 9.9195433e+00 6.2688327e-01 1.1167215e+02 1.6280073e+02
245 5.2012241e-01 1.1401276e+02 9.6680679e+00 4.3092388e-01 1.1140987e+02 1.6344045e+02
246 3.8948321e-01 1.1334535e+02 9.7491112e+00 4.4811040e-01 1.1261102e+02 1.6410507e+02
247 4.6328124e-01 1.1334571e+02 9.7216301e+00 4.2521042e-01 1.1257618e+02 1.6474693e+02
248 4.1748527e-01 1.1368088e+02 9.7363443e+00 4.4963300e-01 1.1283081e+02 1.6538891e+02
